Fecha,CO,NO2,PM2.5,VEL,DIR,TMP,RS
2023-10-15 03:00:00,0.312,29.03,11.3,0.86,215.05,11.77,0.0
2023-10-15 04:00:00,0.386,43.72,13.18,0.1,267.93,11.1,0.0
2023-10-15 05:00:00,0.714,45.25,6.08,0.77,257.58,10.6,0.0
2023-10-15 06:00:00,1.081,54.42,13.59,1.64,217.15,12.14,112.0
2023-10-15 07:00:00,0.681,42.14,15.24,1.08,217.95,14.97,378.1
2023-10-15 08:00:00,0.492,31.1,23.05,1.13,124.75,16.26,600.6
2023-10-15 09:00:00,0.307,18.34,18.57,0.51,146.0,17.42,834.3
2023-10-15 10:00:00,0.266,17.71,16.15,0.33,334.69,18.68,1016.9
2023-10-15 11:00:00,0.164,11.83,10.63,0.96,110.8,20.0,763.8
2023-10-15 12:00:00,0.197,27.81,19.39,2.32,113.11,19.24,253.7
2023-10-15 13:00:00,0.343,30.95,16.85,2.18,58.75,17.93,138.4
2023-10-15 14:00:00,0.49,32.62,28.28,0.68,221.94,18.28,239.3
2023-10-15 15:00:00,0.488,36.49,19.96,1.07,150.28,17.71,185.3
2023-10-15 16:00:00,0.334,30.41,23.89,2.27,78.83,16.05,86.1
2023-10-15 17:00:00,0.445,38.38,13.32,2.24,138.64,14.84,17.6
2023-10-15 18:00:00,0.602,50.65,10.0,1.66,162.1,13.13,0.0
2023-10-15 19:00:00,0.649,61.77,11.36,1.05,158.03,12.37,0.0
2023-10-15 20:00:00,0.643,58.89,9.77,0.88,214.08,12.29,0.0
2023-10-15 21:00:00,1.084,78.39,12.32,0.78,141.4,12.76,0.0
2023-10-15 22:00:00,1.059,75.84,18.0,1.02,204.1,12.84,0.0
2023-10-15 23:00:00,0.904,64.68,15.87,0.8,137.43,12.75,0.0
2023-10-16 00:00:00,0.74,52.56,8.15,0.75,82.39,12.36,0.0
2023-10-16 01:00:00,0.548,41.02,10.06,0.48,97.7,12.21,0.0
2023-10-16 02:00:00,0.356,51.93,15.83,0.29,167.8,12.08,0.0
2023-10-16 03:00:00,0.364,45.2,12.43,0.37,202.24,11.94,0.0
2023-10-16 04:00:00,0.264,38.47,17.14,0.83,254.24,11.53,0.0
2023-10-16 05:00:00,0.501,44.65,13.51,0.24,297.21,11.12,0.0
2023-10-16 06:00:00,1.489,50.54,23.4,0.72,169.35,11.86,88.0
2023-10-16 07:00:00,0.841,44.41,26.12,1.7,210.0,15.0,356.9
2023-10-16 08:00:00,0.579,34.1,17.01,0.95,182.49,17.59,638.8
2023-10-16 09:00:00,0.318,31.82,21.66,1.07,52.03,18.09,667.1
2023-10-16 10:00:00,0.206,23.5,21.05,1.9,86.34,18.5,951.1
2023-10-16 11:00:00,0.14,13.35,14.2,1.94,77.85,19.6,1084.4
2023-10-16 12:00:00,0.133,12.33,7.22,1.68,88.94,20.42,916.9
2023-10-16 13:00:00,0.137,13.58,17.8,2.39,70.59,20.39,513.8
2023-10-16 14:00:00,0.257,17.87,13.22,2.64,2.66,20.13,634.8
2023-10-16 15:00:00,0.29,19.2,10.59,3.11,23.03,19.8,453.5
2023-10-16 16:00:00,0.415,30.17,20.91,0.98,196.71,17.66,32.8
2023-10-16 17:00:00,0.43,34.55,3.02,1.72,200.78,16.05,15.4
2023-10-16 18:00:00,0.602,53.0,9.26,1.25,141.43,15.33,0.0
2023-10-16 19:00:00,0.579,53.25,10.95,1.68,116.53,14.91,0.0
2023-10-16 20:00:00,0.363,33.0,10.27,2.26,45.42,14.77,0.0
2023-10-16 21:00:00,0.354,30.07,3.19,0.65,53.97,14.88,0.0
2023-10-16 22:00:00,0.39,37.67,5.28,1.7,105.99,14.08,0.0
2023-10-16 23:00:00,0.418,44.71,12.22,0.51,157.32,13.66,0.0
2023-10-17 00:00:00,0.207,20.7,11.57,1.02,195.34,13.92,0.0
2023-10-17 01:00:00,0.31,35.54,15.48,0.71,143.77,12.88,0.0
2023-10-17 02:00:00,0.191,18.39,18.82,1.1,212.16,13.0,0.0
2023-10-17 03:00:00,0.283,31.08,15.94,0.79,172.11,11.86,0.0
2023-10-17 04:00:00,0.197,17.49,15.48,1.56,206.85,12.72,0.0
2023-10-17 05:00:00,0.439,35.42,16.6,0.33,138.29,11.57,0.0
2023-10-17 06:00:00,0.723,39.43,14.62,1.34,74.68,11.78,127.2
2023-10-17 07:00:00,0.862,44.45,28.48,1.55,72.86,13.95,326.0
2023-10-17 08:00:00,0.9,58.08,49.18,1.45,77.23,13.76,307.7
2023-10-17 09:00:00,0.601,44.35,29.1,0.59,108.2,16.83,530.4
2023-10-17 10:00:00,0.355,45.9,19.95,1.15,353.01,18.21,820.4
2023-10-17 11:00:00,0.232,25.57,18.54,1.29,52.67,19.44,1054.9
2023-10-17 12:00:00,0.186,17.45,11.68,1.52,37.2,21.2,1047.2
2023-10-17 13:00:00,0.196,15.48,19.25,2.22,42.71,21.94,1089.6
2023-10-17 14:00:00,0.184,14.41,13.52,1.88,79.12,22.42,670.1
2023-10-17 15:00:00,0.247,24.77,27.88,1.98,228.02,18.7,85.3
2023-10-17 16:00:00,0.443,40.33,20.09,2.02,311.7,13.76,14.8
2023-10-17 17:00:00,0.72,63.79,0.19,1.47,326.25,14.26,14.0
2023-10-17 18:00:00,1.369,76.23,13.71,0.21,283.07,14.6,0.0
2023-10-17 19:00:00,1.362,73.33,33.17,0.44,266.14,14.29,0.0
2023-10-17 20:00:00,0.793,50.75,25.21,1.15,269.6,13.67,0.0
2023-10-17 21:00:00,0.44,37.89,11.31,2.01,276.69,13.06,0.0
2023-10-17 22:00:00,0.687,49.08,19.93,1.48,259.2,13.33,0.0
2023-10-17 23:00:00,0.319,26.74,12.32,1.77,249.6,12.93,0.0
2023-10-18 00:00:00,0.255,23.13,9.99,1.94,222.6,13.02,0.0
2023-10-18 01:00:00,0.244,17.51,10.18,1.73,218.85,12.54,0.0
2023-10-18 02:00:00,0.233,19.89,3.11,1.38,271.41,11.93,0.0
2023-10-18 03:00:00,0.227,30.305,7.86,1.06,264.69,11.44,0.0
2023-10-18 04:00:00,0.36,40.72,5.34,0.35,262.79,11.25,0.0
2023-10-18 05:00:00,0.554,44.46,15.44,0.66,253.23,10.76,0.0
2023-10-18 06:00:00,1.414,54.61,15.03,0.19,220.24,11.5,83.3
2023-10-18 07:00:00,2.064,75.98,39.88,1.05,137.82,14.12,301.7
2023-10-18 08:00:00,0.787,47.01,40.83,1.57,187.88,16.0,427.9
2023-10-18 09:00:00,0.41,25.92,24.03,0.82,203.84,18.13,798.4
2023-10-18 10:00:00,0.306,19.03,23.76,0.44,100.94,18.78,759.1
2023-10-18 11:00:00,0.282,23.71,18.98,1.45,63.73,18.84,607.9
2023-10-18 12:00:00,0.282,21.6,15.76,1.88,108.07,18.93,436.4
2023-10-18 13:00:00,0.261,14.43,8.43,2.23,57.26,19.4,520.0
2023-10-18 14:00:00,0.212,15.74,3.98,1.63,125.93,20.19,808.2
2023-10-18 15:00:00,0.231,15.98,10.81,2.56,157.06,20.26,574.0
2023-10-18 16:00:00,0.275,16.88,8.11,1.58,165.51,20.08,269.0
2023-10-18 17:00:00,0.491,33.35,4.18,2.06,134.45,19.3,63.3
2023-10-18 18:00:00,0.552,44.88,11.09,1.39,104.44,17.74,0.0
2023-10-18 19:00:00,0.561,38.27,10.27,1.43,301.72,16.11,0.0
2023-10-18 20:00:00,0.711,47.71,8.73,1.83,281.25,14.8,0.0
2023-10-18 21:00:00,0.732,48.49,13.71,1.76,238.56,14.57,0.0
2023-10-18 22:00:00,0.455,34.5,14.4,2.52,227.38,14.15,0.0
2023-10-18 23:00:00,0.326,20.84,14.45,2.54,227.97,13.59,0.0
2023-10-19 00:00:00,0.236,13.48,19.16,2.66,236.63,13.14,0.0
2023-10-19 01:00:00,0.167,9.32,12.33,2.52,233.8,12.85,0.0
2023-10-19 02:00:00,0.18,9.16,4.85,2.34,232.69,12.63,0.0
2023-10-19 03:00:00,0.211,16.59,8.87,1.77,220.34,12.32,0.0
2023-10-19 04:00:00,0.231,20.87,7.48,2.29,231.81,12.04,0.0
2023-10-19 05:00:00,0.365,34.49,5.41,2.57,243.25,12.12,0.0
2023-10-19 06:00:00,0.605,47.73,4.02,2.11,219.1,13.72,105.5
2023-10-19 07:00:00,0.785,43.75,18.89,2.27,229.84,15.96,357.7
2023-10-19 08:00:00,0.5945,33.18,16.11,1.82,237.11,17.83,623.5
2023-10-19 09:00:00,0.404,25.13,14.77,0.58,189.67,19.26,844.5
2023-10-19 10:00:00,0.296,24.41,16.92,1.61,102.41,20.59,1007.5
2023-10-19 11:00:00,0.295,30.81,17.77,1.96,121.21,21.34,899.5
2023-10-19 12:00:00,0.255,20.23,16.08,2.43,127.15,21.58,754.6
2023-10-19 13:00:00,0.194,16.58,10.54,2.47,101.52,21.94,844.4
2023-10-19 14:00:00,0.195,10.94,11.63,2.9,94.8,22.03,569.7
2023-10-19 15:00:00,0.333,19.3,24.44,3.04,55.89,20.51,182.4
2023-10-19 16:00:00,0.454,24.11,10.73,1.67,54.77,18.89,79.1
2023-10-19 17:00:00,0.412,22.37,2.96,3.98,17.97,17.44,53.1
2023-10-19 18:00:00,0.55,34.48,5.77,1.34,33.3,16.48,0.0
2023-10-19 19:00:00,0.863,53.93,11.21,1.24,159.62,15.57,0.0
2023-10-19 20:00:00,0.58,39.45,25.61,1.73,30.58,15.72,0.0
2023-10-19 21:00:00,0.619,44.13,16.23,1.73,55.33,15.25,0.0
2023-10-19 22:00:00,0.667,49.02,6.24,1.39,58.25,14.56,0.0
2023-10-19 23:00:00,0.844,52.04,9.74,1.24,148.81,14.05,0.0
2023-10-20 00:00:00,0.663,46.61,17.73,0.63,112.66,13.74,0.0
2023-10-20 01:00:00,0.619,37.69,8.27,0.55,208.65,12.88,0.0
2023-10-20 02:00:00,0.575,39.35,14.5,0.48,185.8,11.99,0.0
2023-10-20 03:00:00,0.524,34.7,18.78,0.55,161.85,11.41,0.0
2023-10-20 04:00:00,0.391,30.05,25.17,1.33,200.94,12.46,0.0
2023-10-20 06:00:00,0.5488571428571428,36.69285714285714,25.734,1.2650000000000001,,12.911666666666667,13.690909090909091
2023-10-20 07:00:00,0.6277857142857143,40.01428571428572,26.016000000000002,1.2325,,13.137500000000001,14.831818181818182
2023-10-20 08:00:00,0.7067142857142856,43.33571428571429,26.298000000000002,1.2,,13.363333333333333,15.972727272727274
2023-10-20 09:00:00,0.7856428571428571,46.65714285714286,26.580000000000002,1.1675,,13.589166666666667,17.113636363636363
2023-10-20 10:00:00,0.8645714285714285,49.97857142857143,26.862000000000002,1.135,,13.815000000000001,18.254545454545454
2023-10-20 11:00:00,0.9435,53.3,27.144000000000002,1.1025,,14.040833333333333,19.395454545454548
2023-10-20 12:00:00,1.0224285714285712,56.621428571428574,27.426000000000002,1.07,,14.266666666666667,20.53636363636364
2023-10-20 13:00:00,1.1013571428571427,59.94285714285715,27.708000000000002,1.0375,,14.4925,21.67727272727273
2023-10-20 14:00:00,1.1802857142857142,63.26428571428572,27.990000000000002,1.005,,14.718333333333334,22.81818181818182
2023-10-20 15:00:00,1.2592142857142856,66.58571428571429,28.272,0.9724999999999999,,14.944166666666668,23.95909090909091
2023-10-20 16:00:00,1.338142857142857,69.90714285714286,28.554,0.94,22.4,15.17,25.1
2023-10-20 17:00:00,1.4170714285714285,73.22857142857143,28.836,1.61,74.86,15.4,14.0
2023-10-20 18:00:00,1.496,76.55,29.118,1.71,72.09,14.71,0.0
2023-10-20 19:00:00,1.345,72.14,29.4,0.91,84.49,14.18,0.0
2023-10-20 20:00:00,1.312,66.01,29.682,1.35,101.82,13.47,0.0
2023-10-20 21:00:00,1.108,58.41,29.964,0.97,55.36,12.84,0.0
2023-10-20 22:00:00,1.203,58.14,30.246,1.1,91.05,12.8,0.0
2023-10-20 23:00:00,0.902,51.94,30.528,0.96,141.64,12.74,0.0
2023-10-21 00:00:00,0.746,48.9,30.81,0.92,132.38,12.61,0.0
2023-10-21 01:00:00,0.632,47.51,29.53,0.56,99.47,12.09,0.0
2023-10-21 02:00:00,0.837,48.49,22.01,1.03,149.46,12.24,0.0
2023-10-21 03:00:00,0.592,38.96,26.14,1.33,208.23,12.41,0.0
2023-10-21 04:00:00,0.45,35.81,10.48,1.16,198.47,12.68,0.0
2023-10-21 05:00:00,0.526,37.46,18.94,1.26,202.37,12.77,0.0
2023-10-21 06:00:00,0.67,45.73,6.92,1.89,219.38,13.08,57.4
2023-10-21 07:00:00,0.559,26.6,6.58,2.09,206.32,14.93,446.4
2023-10-21 08:00:00,0.617,29.15,21.46,2.11,207.41,16.26,553.5
2023-10-21 09:00:00,0.517,22.59,10.33,1.08,159.96,18.13,839.2
2023-10-21 10:00:00,0.442,24.72,25.66,1.41,169.81,19.46,961.9
2023-10-21 11:00:00,0.332,18.6,22.43,1.88,124.12,20.65,831.7
2023-10-21 12:00:00,0.427,25.07,33.63,0.51,11.33,19.58,190.9
2023-10-21 13:00:00,0.607,24.41,22.99,1.6,271.27,17.06,29.3
2023-10-21 14:00:00,0.872,36.21,25.17,3.17,280.9,13.54,84.9
2023-10-21 15:00:00,1.17,60.97,7.14,0.98,182.52,14.57,78.2
2023-10-21 16:00:00,1.264,64.23,2.49,1.11,170.85,15.2,132.8
2023-10-21 17:00:00,1.508,79.24,25.72,0.24,306.48,15.52,52.6
2023-10-21 18:00:00,1.082,75.29,31.85,1.43,76.28,14.35,0.0
2023-10-21 19:00:00,0.92,55.48,21.75,0.62,97.49,13.3,0.0
2023-10-21 20:00:00,1.056,58.8,26.63,1.12,88.99,13.44,0.0
2023-10-21 21:00:00,0.802,48.94,23.22,0.88,135.62,13.24,0.0
2023-10-21 22:00:00,0.767,55.95,22.28,0.98,97.05,13.03,0.0
2023-10-21 23:00:00,0.954,59.79,25.89,0.67,197.74,13.06,0.0
2023-10-22 00:00:00,0.59,37.38,27.65,1.1,198.66,13.29,0.0
2023-10-22 01:00:00,0.513,44.64,21.12,0.79,166.86,12.44,0.0
2023-10-22 02:00:00,0.436,37.59,28.96,0.96,212.53,12.57,0.0
2023-10-22 03:00:00,0.274,40.63,6.64,1.19,208.47,12.93,0.0
2023-10-22 04:00:00,0.397,43.67,11.56,0.86,247.3,12.62,0.0
2023-10-22 05:00:00,0.655,52.2,8.7,0.49,231.91,12.27,0.0
2023-10-22 06:00:00,1.095,49.95,14.1,0.67,150.5,12.84,92.2
2023-10-22 07:00:00,0.658,43.74,17.33,1.31,141.85,15.5,411.2
2023-10-22 08:00:00,0.296,28.31,24.33,1.17,163.34,16.45,545.8
2023-10-22 09:00:00,0.253,25.32,25.79,1.36,138.5,17.18,729.7
2023-10-22 10:00:00,0.268,32.01,16.04,1.46,126.25,18.55,965.2
2023-10-22 11:00:00,0.349,32.37,26.57,1.21,44.41,19.8,1031.6
2023-10-22 12:00:00,0.194,23.08,18.25,1.64,107.21,21.08,1164.2
2023-10-22 13:00:00,0.225,12.74,20.86,0.89,89.22,21.89,832.1
2023-10-22 14:00:00,0.359,15.6,21.13,0.56,90.66,22.42,683.5
2023-10-22 15:00:00,0.349,20.36,30.89,0.76,247.37,20.13,117.7
2023-10-22 16:00:00,0.343,26.73,23.16,1.8,178.52,16.77,23.3
2023-10-22 17:00:00,0.506,35.95,1.94,3.07,164.45,14.92,0.0
2023-10-22 18:00:00,0.37,35.23,7.04,1.63,255.6,14.06,0.0
2023-10-22 19:00:00,0.67,54.69,0.0,0.85,236.64,13.68,0.0
2023-10-22 20:00:00,1.023,75.38,1.47,0.49,59.78,13.63,0.0
2023-10-22 21:00:00,0.951,76.17,3.42,0.74,68.89,13.35,0.0
2023-10-22 22:00:00,1.061,67.07,14.23,0.44,192.93,13.25,0.0
2023-10-22 23:00:00,0.989,62.84,12.14,0.34,152.42,13.33,0.0
2023-10-23 00:00:00,0.991,59.91,18.45,0.14,50.27,13.19,0.0
2023-10-23 01:00:00,0.766,56.85,13.36,0.63,103.35,12.92,0.0
2023-10-23 02:00:00,0.596,58.52,14.43,0.49,157.81,12.75,0.0
2023-10-23 03:00:00,0.467,46.69,5.95,0.48,240.82,12.67,0.0
2023-10-23 04:00:00,0.416,41.1,11.14,0.62,265.31,12.76,0.0
2023-10-23 05:00:00,0.528,45.93,11.49,0.8,215.61,13.01,0.0
2023-10-23 06:00:00,1.059,61.21,17.46,0.97,227.94,13.48,32.4
2023-10-23 07:00:00,1.277,64.11,30.06,1.24,196.76,14.54,163.4
2023-10-23 08:00:00,0.757,40.75,23.64,1.72,204.22,16.9,545.7
2023-10-23 09:00:00,0.468,28.65,33.88,2.06,170.84,17.76,523.2
2023-10-23 10:00:00,0.488,30.86,15.01,1.19,180.66,17.99,331.1
2023-10-23 11:00:00,0.953,74.85,28.56,1.24,99.92,18.26,353.8
2023-10-23 12:00:00,1.221,96.23,36.42,2.07,80.93,18.6,550.0
2023-10-23 13:00:00,0.825,63.76,42.42,1.55,78.72,20.0,663.1
2023-10-23 14:00:00,0.416,33.95,12.05,0.95,114.19,21.16,596.1
2023-10-23 15:00:00,0.494,35.44,28.99,1.85,14.61,18.49,89.2
2023-10-23 16:00:00,0.626,43.9,9.65,0.89,88.12,17.02,54.2
2023-10-23 17:00:00,0.635,48.54,15.91,2.27,87.41,14.73,0.0
2023-10-23 18:00:00,0.719,53.01,14.33,1.8,195.74,13.92,0.0
2023-10-23 19:00:00,1.382,76.13,22.61,1.63,165.63,14.01,0.0
2023-10-23 20:00:00,1.329,74.35,30.87,1.34,119.87,14.18,0.0
2023-10-23 21:00:00,0.397,37.51,24.06,1.51,81.3,13.52,0.0
2023-10-23 22:00:00,0.372,31.23,6.73,1.39,95.28,13.21,0.0
2023-10-23 23:00:00,0.357,32.9,11.02,1.45,88.42,13.15,0.0
2023-10-24 00:00:00,0.3,24.53,6.35,1.33,95.26,12.9,0.0
2023-10-24 01:00:00,0.24,18.6,9.41,1.15,95.91,12.97,0.0
2023-10-24 02:00:00,0.18,10.84,5.33,1.22,65.35,12.81,0.0
2023-10-24 03:00:00,0.169,22.47,4.89,0.99,90.15,12.46,0.0
2023-10-24 04:00:00,0.256,34.1,7.52,0.56,141.67,12.42,0.0
2023-10-24 05:00:00,0.444,42.77,14.77,0.53,202.64,12.02,0.0
2023-10-24 06:00:00,1.182,50.64,19.13,0.85,162.3,13.18,107.4
2023-10-24 07:00:00,1.245,50.79,26.53,1.29,201.96,15.92,358.7
2023-10-24 08:00:00,0.678,36.92,25.04,1.83,225.75,18.05,617.8
2023-10-24 09:00:00,0.445,25.28,17.56,0.98,149.46,19.47,828.2
2023-10-24 10:00:00,0.391,25.75,15.93,1.07,78.73,20.52,783.3
2023-10-24 11:00:00,0.303,18.06,7.04,2.33,78.06,21.54,1159.7
2023-10-24 12:00:00,0.247,13.74,10.54,2.58,99.25,21.84,790.1
2023-10-24 13:00:00,0.308,19.16,10.33,1.69,51.84,21.38,436.5
2023-10-24 14:00:00,0.441,29.05,22.58,2.66,269.08,17.23,84.1
2023-10-24 15:00:00,0.515,31.63,14.52,1.63,281.96,15.77,123.1
2023-10-24 16:00:00,0.594,40.69,4.85,1.76,142.84,15.07,60.0
2023-10-24 17:00:00,0.803,60.41,15.8,1.06,146.01,13.91,5.0
2023-10-24 18:00:00,1.084,74.94,15.75,0.57,142.16,13.38,0.0
2023-10-24 19:00:00,1.179,77.52,19.21,1.22,63.6,13.42,0.0
2023-10-24 20:00:00,0.629,47.45,18.98,1.2,83.96,12.81,0.0
2023-10-24 21:00:00,0.654,55.62,10.24,0.77,107.3,12.9,0.0
2023-10-24 22:00:00,0.708,61.17,18.58,1.09,78.88,13.08,0.0
2023-10-24 23:00:00,0.452,42.84,19.85,1.63,104.79,12.38,0.0
2023-10-25 00:00:00,0.305,31.35,8.95,1.59,86.59,12.18,0.0
2023-10-25 01:00:00,0.22,25.18,14.12,1.58,105.19,12.07,0.0
2023-10-25 02:00:00,0.202,12.19,16.47,0.91,80.65,11.94,0.0
2023-10-25 03:00:00,0.203,13.98,10.47,1.28,99.98,11.94,0.0
2023-10-25 04:00:00,0.186,19.74,11.93,1.17,83.62,11.66,0.0
2023-10-25 05:00:00,0.302,33.88,16.7,0.95,109.98,11.99,0.0
2023-10-25 06:00:00,0.664,46.68,18.48,0.95,123.82,12.13,21.3
2023-10-25 07:00:00,1.226,52.74,23.53,0.4,113.17,13.6,251.7
2023-10-25 08:00:00,0.904,43.71,32.42,2.01,93.73,15.41,605.0
2023-10-25 09:00:00,0.675,41.99,36.24,1.0,118.7,17.23,819.9
2023-10-25 10:00:00,0.604,48.03,36.05,1.78,92.38,18.51,1024.8
2023-10-25 11:00:00,0.532,42.19,20.95,2.77,73.72,19.45,1166.7
2023-10-25 12:00:00,0.522,36.03,30.99,0.38,155.18,18.55,467.0
2023-10-25 13:00:00,0.5935,40.81,29.186999999999998,1.0033333333333334,,16.95,333.6333333333333
2023-10-25 14:00:00,0.665,45.59,27.384,1.626666666666667,,15.350000000000001,200.26666666666665
2023-10-25 15:00:00,0.7365,50.37,25.581,2.25,183.7,13.75,66.9
2023-10-25 16:00:00,0.808,55.15,23.778,1.36,103.44,13.21,16.3
2023-10-25 17:00:00,0.672,47.81,21.975,1.42,108.38,12.83,15.3
2023-10-25 18:00:00,0.847,58.99,20.172,0.95,91.73,12.87,0.0
2023-10-25 19:00:00,1.348,68.56,18.369,0.97,92.35,13.02,0.0
2023-10-25 20:00:00,1.011,75.44,16.566000000000003,0.61,55.65,12.96,0.0
2023-10-25 21:00:00,1.181,69.02,14.763000000000002,1.23,82.16,12.88,0.0
2023-10-25 22:00:00,0.959,60.7,12.96,0.42,89.62,12.84,0.0
2023-10-25 23:00:00,0.898,58.06,20.93,1.22,89.12,12.65,0.0
2023-10-26 00:00:00,0.683,58.78,21.5,0.88,78.12,12.4,0.0
2023-10-26 01:00:00,0.636,52.6,33.43,0.9,134.48,12.37,0.0
2023-10-26 02:00:00,0.589,47.78,26.73,1.13,105.77,12.3,0.0
2023-10-26 03:00:00,0.334,29.02,11.5,1.32,64.7,11.85,0.0
2023-10-26 04:00:00,0.229,10.26,2.79,1.64,79.42,11.51,0.0
2023-10-26 05:00:00,0.358,13.11,2.58,1.07,72.93,11.17,0.0
2023-10-26 06:00:00,0.332,32.84,1.26,1.17,64.42,10.98,29.5
2023-10-26 07:00:00,0.686,46.27,9.28,1.34,84.06,11.29,83.2
2023-10-26 08:00:00,0.683,38.28,8.55,1.33,111.17,12.34,304.1
2023-10-26 09:00:00,0.651,39.89,13.68,1.23,120.61,13.64,261.1
2023-10-26 10:00:00,0.549,39.35,15.87,1.28,92.08,14.68,392.5
2023-10-26 11:00:00,0.504,41.5,22.68,0.7,130.72,14.97,132.5
2023-10-26 12:00:00,0.61,45.21,20.07,1.1,35.82,14.5,98.3
2023-10-26 13:00:00,0.897,54.87,12.28,1.15,41.02,13.68,169.4
2023-10-26 14:00:00,0.831,52.36,18.294999999999998,1.625,,13.094999999999999,103.35
2023-10-26 15:00:00,0.765,49.85,24.31,2.1,152.15,12.51,37.3
2023-10-26 16:00:00,0.65,43.52,10.55,1.36,95.94,12.03,52.1
2023-10-26 17:00:00,0.76,50.84,6.6,1.51,93.06,12.15,23.4
2023-10-26 18:00:00,0.668,46.32,9.32,1.85,68.83,11.63,0.0
2023-10-26 19:00:00,0.581,40.35,10.06,1.5,72.86,11.27,0.0
2023-10-26 20:00:00,0.466,30.56,5.6,1.36,82.72,11.23,0.0
2023-10-26 21:00:00,0.492,33.99,9.72,1.19,47.09,11.37,0.0
2023-10-26 22:00:00,0.452,28.87,2.56,1.17,52.71,11.25,0.0
2023-10-26 23:00:00,0.368,22.42,5.44,0.66,64.13,11.18,0.0
2023-10-27 00:00:00,0.341,19.08,0.0,0.94,36.75,11.03,0.0
2023-10-27 01:00:00,0.314,16.95,5.44,1.11,54.98,11.09,0.0
2023-10-27 02:00:00,0.296,15.82,6.68,0.87,64.71,11.13,0.0
2023-10-27 03:00:00,0.252,10.04,1.46,1.24,57.67,10.95,0.0
2023-10-27 04:00:00,0.261,12.79,4.39,0.94,70.07,10.89,0.0
2023-10-27 05:00:00,0.298,19.42,7.35,1.31,48.16,10.98,0.0
2023-10-27 06:00:00,0.487,36.94,9.1,1.31,41.75,11.07,44.5
2023-10-27 07:00:00,0.818,43.8,3.65,1.37,62.24,11.8,213.7
2023-10-27 08:00:00,0.689,40.5,22.08,1.96,51.07,11.94,246.6
2023-10-27 09:00:00,0.58,40.74,20.4,1.97,41.85,12.26,332.5
2023-10-27 10:00:00,0.792,48.8,26.73,1.85,26.12,13.47,503.9
2023-10-27 11:00:00,0.868,50.41,38.88,2.14,14.52,14.09,302.1
2023-10-27 12:00:00,0.9440000000000001,58.65,26.01,2.2,27.08,14.11,232.7
2023-10-27 13:00:00,1.02,63.39,24.64,2.41,28.73,14.39,204.7
2023-10-27 14:00:00,0.729,41.57,17.32,0.53,60.88,14.32,237.9
2023-10-27 15:00:00,0.61,30.43,6.22,1.43,154.19,14.79,185.3
2023-10-27 16:00:00,0.69,38.12,18.86,0.27,181.61,14.32,92.8
2023-10-27 17:00:00,1.0255,38.090777777777774,16.412857142857142,0.42,,13.68,46.4
2023-10-27 18:00:00,1.361,38.06155555555555,13.965714285714284,0.57,359.54,13.04,0.0
2023-10-27 19:00:00,1.488,38.032333333333334,11.518571428571429,0.83,338.55,12.81,0.0
2023-10-27 20:00:00,0.875,38.00311111111111,9.071428571428571,1.27,53.44,12.24,0.0
2023-10-27 21:00:00,0.854,37.97388888888889,6.624285714285714,0.92,76.6,11.93,0.0
2023-10-27 22:00:00,0.84,37.94466666666666,4.177142857142858,0.98,63.27,11.85,0.0
2023-10-27 23:00:00,0.846,37.91544444444444,1.73,0.97,133.65,11.82,0.0
2023-10-28 00:00:00,0.556,37.88622222222222,1.28,0.52,131.96,11.36,0.0
2023-10-28 01:00:00,0.516,37.857,10.27,0.63,69.03,10.96,0.0
2023-10-28 02:00:00,0.476,37.827777777777776,3.45,0.8,132.62,10.7,0.0
2023-10-28 03:00:00,0.394,37.79855555555555,6.44,0.9,63.35,10.54,0.0
2023-10-28 04:00:00,0.403,37.76933333333333,2.16,1.03,86.2,10.13,0.0
2023-10-28 05:00:00,0.428,37.74011111111111,1.17,1.16,95.12,10.01,0.0
2023-10-28 06:00:00,0.496,37.71088888888889,2.09,1.06,93.42,10.09,23.6
2023-10-28 07:00:00,0.58,37.681666666666665,2.46,1.3,64.49,10.67,119.6
2023-10-28 08:00:00,0.67,37.65244444444444,4.6,0.98,33.05,11.58,142.2
2023-10-28 09:00:00,1.014,37.62322222222222,14.96,0.67,276.77,12.22,212.9
2023-10-28 10:00:00,0.834,37.594,28.35,1.17,192.8,13.31,219.0
2023-10-28 11:00:00,0.8877499999999999,37.56477777777778,26.42,1.295,,13.465,223.575
2023-10-28 12:00:00,0.9415,37.535555555555554,24.490000000000002,1.42,,13.620000000000001,228.15
2023-10-28 13:00:00,0.99525,37.50633333333333,22.560000000000002,1.545,,13.775,232.72500000000002
2023-10-28 14:00:00,1.049,37.47711111111111,20.630000000000003,1.67,189.9,13.93,237.3
2023-10-28 15:00:00,1.148,37.44788888888889,18.700000000000003,0.48,147.1,13.37,67.0
2023-10-28 16:00:00,1.297,37.41866666666667,16.770000000000003,1.29,160.0,12.78,104.0
2023-10-28 17:00:00,1.305,37.38944444444444,14.840000000000002,1.4,147.84,12.7,13.9
2023-10-28 18:00:00,1.062,37.36022222222222,12.910000000000002,1.1,142.21,12.17,0.0
2023-10-28 19:00:00,1.529,37.330999999999996,10.98,0.66,177.6,12.29,0.0
2023-10-28 20:00:00,1.26,37.30177777777778,9.05,0.5,171.2,11.98,0.0
2023-10-28 21:00:00,1.58,37.272555555555556,9.08,0.42,116.93,11.62,0.0
